Subject,Block,StimType,Stimulus,KEY,RESP,Accuracy,RT
8084,SupervisedDense,nottarget,catch4,n,nottarget,1,0.851
8084,SupervisedDense,target,test5,x,target,1,0.878
8084,SupervisedDense,target,test14,x,target,1,0.7509999999999999
8084,SupervisedDense,target,test9,x,target,1,0.47
8084,SupervisedDense,target,test15,x,target,1,0.496
8084,SupervisedDense,nottarget,contr2,n,nottarget,1,0.49
8084,SupervisedDense,nottarget,contr12,n,nottarget,1,0.514
8084,SupervisedDense,nottarget,catch2,x,target,0,0.595
8084,SupervisedDense,nottarget,contr4,n,nottarget,1,0.855
8084,SupervisedDense,nottarget,contr9,n,nottarget,1,0.466
8084,SupervisedDense,nottarget,contr8,n,nottarget,1,0.349
8084,SupervisedDense,nottarget,contr1,n,nottarget,1,0.348
8084,SupervisedDense,target,test1,x,target,1,0.659
8084,SupervisedDense,target,test3,x,target,1,0.45299999999999996
8084,SupervisedDense,nottarget,contr11,n,nottarget,1,0.409
8084,SupervisedDense,target,test8,x,target,1,0.317
8084,SupervisedDense,nottarget,catch3,n,nottarget,1,0.54
8084,SupervisedDense,nottarget,contr6,x,target,0,0.40399999999999997
8084,SupervisedDense,target,test6,x,target,1,0.705
8084,SupervisedDense,target,test16,x,target,1,0.401
8084,SupervisedDense,target,test13,x,target,1,0.311
8084,SupervisedDense,nottarget,contr16,n,nottarget,1,0.496
8084,SupervisedDense,nottarget,contr10,n,nottarget,1,0.336
8084,SupervisedDense,nottarget,contr5,n,nottarget,1,0.465
8084,SupervisedDense,target,test2,x,target,1,0.9390000000000001
8084,SupervisedDense,target,test10,x,target,1,0.41
8084,SupervisedDense,nottarget,catch6,n,nottarget,1,0.47100000000000003
8084,SupervisedDense,nottarget,contr13,n,nottarget,1,0.674
8084,SupervisedDense,nottarget,contr3,n,nottarget,1,0.435
8084,UnsupervisedDense,target,test12,None,None,0,9999.0
8084,UnsupervisedDense,nottarget,catch6,n,nottarget,1,2.21
8084,UnsupervisedDense,nottarget,contr8,x,target,0,0.893
8084,UnsupervisedDense,target,test10,x,target,1,0.5579999999999999
8084,UnsupervisedDense,nottarget,catch3,n,nottarget,1,0.8140000000000001
8084,UnsupervisedDense,nottarget,contr4,x,target,0,0.753
8084,UnsupervisedDense,target,test13,x,target,1,0.664
8084,UnsupervisedDense,nottarget,contr16,x,target,0,0.491
8084,UnsupervisedDense,target,test11,x,target,1,0.642
8084,UnsupervisedDense,target,test1,x,target,1,0.358
8084,UnsupervisedDense,nottarget,contr2,x,target,0,0.49200000000000005
8084,UnsupervisedDense,nottarget,contr11,x,target,0,0.38
8084,UnsupervisedDense,target,test3,x,target,1,0.426
8084,UnsupervisedDense,nottarget,contr12,x,target,0,0.39
8084,UnsupervisedDense,nottarget,contr10,n,nottarget,1,3.1460000000000004
8084,UnsupervisedDense,nottarget,contr15,n,nottarget,1,0.441
8084,UnsupervisedDense,nottarget,contr3,n,nottarget,1,0.29100000000000004
8084,UnsupervisedDense,nottarget,contr7,n,nottarget,1,0.878
8084,UnsupervisedDense,target,test8,x,target,1,0.632
8084,UnsupervisedDense,nottarget,contr13,n,nottarget,1,0.506
8084,UnsupervisedDense,target,test14,x,target,1,0.579
8084,UnsupervisedDense,target,test7,x,target,1,0.745
8084,UnsupervisedDense,nottarget,catch1,n,nottarget,1,0.83
8084,UnsupervisedDense,nottarget,catch2,n,nottarget,1,0.434
8084,UnsupervisedDense,nottarget,contr9,x,target,0,0.462
8084,UnsupervisedDense,nottarget,catch8,n,nottarget,1,0.735
8084,UnsupervisedDense,target,test16,x,target,1,1.0
8084,UnsupervisedDense,nottarget,catch5,n,nottarget,1,0.805
8084,UnsupervisedDense,target,test4,x,target,1,0.858
8084,UnsupervisedDense,target,test2,x,target,1,0.5479999999999999
8084,UnsupervisedDense,target,test9,x,target,1,0.48100000000000004
8084,UnsupervisedDense,nottarget,contr14,n,nottarget,1,0.732
8084,UnsupervisedDense,nottarget,contr6,n,nottarget,1,0.395
8084,UnsupervisedDense,nottarget,catch4,x,target,0,0.504
8084,UnsupervisedDense,target,test6,n,nottarget,0,0.408
8084,UnsupervisedDense,target,test5,x,target,1,0.526
8084,UnsupervisedDense,target,test15,x,target,1,1.133
8084,UnsupervisedDense,nottarget,contr5,n,nottarget,1,1.004
8084,UnsupervisedDense,nottarget,catch7,n,nottarget,1,1.001
8084,UnsupervisedDense,nottarget,contr1,n,nottarget,1,0.7559999999999999
8084,SupervisedSparse,nottarget,contr2,None,None,0,9999.0
8084,SupervisedSparse,target,test16,n,nottarget,0,1.7
8084,SupervisedSparse,nottarget,contr1,x,target,0,0.9790000000000001
8084,SupervisedSparse,nottarget,catch7,n,nottarget,1,0.778
8084,SupervisedSparse,nottarget,contr15,x,target,0,0.9990000000000001
8084,SupervisedSparse,nottarget,contr10,x,target,0,0.7340000000000001
8084,SupervisedSparse,target,test5,n,nottarget,0,0.9740000000000001
8084,SupervisedSparse,nottarget,catch1,n,nottarget,1,0.619
8084,SupervisedSparse,target,test15,n,nottarget,0,0.639
8084,SupervisedSparse,target,test8,n,nottarget,0,0.461
8084,SupervisedSparse,nottarget,catch4,n,nottarget,1,0.5660000000000001
8084,SupervisedSparse,nottarget,contr14,x,target,0,0.5329999999999999
8084,SupervisedSparse,nottarget,catch8,n,nottarget,1,0.732
8084,SupervisedSparse,nottarget,contr7,x,target,0,1.004
8084,SupervisedSparse,nottarget,contr11,x,target,0,0.529
8084,SupervisedSparse,nottarget,contr12,x,target,0,0.369
8084,SupervisedSparse,nottarget,contr5,x,target,0,0.359
8084,SupervisedSparse,nottarget,contr13,x,target,0,0.31
8084,SupervisedSparse,nottarget,catch5,n,nottarget,1,0.631
8084,SupervisedSparse,target,test12,n,nottarget,0,1.298
8084,SupervisedSparse,nottarget,contr9,x,target,0,0.932
8084,SupervisedSparse,target,test9,n,nottarget,0,1.7790000000000001
8084,SupervisedSparse,nottarget,contr16,x,target,0,0.562
8084,SupervisedSparse,target,test2,n,nottarget,0,1.264
8084,SupervisedSparse,target,test3,n,nottarget,0,0.65
8084,SupervisedSparse,nottarget,contr4,x,target,0,0.526
8084,SupervisedSparse,target,test10,n,nottarget,0,0.405
8084,SupervisedSparse,target,test11,n,nottarget,0,0.529
8084,SupervisedSparse,target,test13,n,nottarget,0,0.442
8084,SupervisedSparse,nottarget,catch3,n,nottarget,1,0.7659999999999999
8084,SupervisedSparse,target,test7,None,None,0,9999.0
8084,SupervisedSparse,target,test14,n,nottarget,0,0.7759999999999999
8084,SupervisedSparse,target,test1,n,nottarget,0,0.509
8084,SupervisedSparse,nottarget,contr6,x,target,0,0.685
8084,SupervisedSparse,nottarget,catch6,n,nottarget,1,0.937
8084,SupervisedSparse,target,test6,n,nottarget,0,0.68
8084,SupervisedSparse,target,test4,n,nottarget,0,0.48
8084,SupervisedSparse,nottarget,catch2,n,nottarget,1,0.66
8084,SupervisedSparse,nottarget,contr8,x,target,0,3.551
8084,SupervisedSparse,nottarget,contr3,x,target,0,0.469
8084,UnsupervisedSparse,nottarget,catch8,n,nottarget,1,2.253
8084,UnsupervisedSparse,target,test12,x,target,1,0.706
8084,UnsupervisedSparse,nottarget,contr4,x,target,0,0.7609999999999999
8084,UnsupervisedSparse,nottarget,contr6,x,target,0,0.6809999999999999
8084,UnsupervisedSparse,nottarget,contr11,x,target,0,0.643
8084,UnsupervisedSparse,nottarget,contr13,x,target,0,1.077
8084,UnsupervisedSparse,nottarget,catch2,n,nottarget,1,0.424
8084,UnsupervisedSparse,target,test6,x,target,1,0.813
8084,UnsupervisedSparse,nottarget,contr16,x,target,0,0.537
8084,UnsupervisedSparse,target,test8,x,target,1,0.513
8084,UnsupervisedSparse,target,test11,x,target,1,0.39399999999999996
8084,UnsupervisedSparse,target,test5,x,target,1,0.35
8084,UnsupervisedSparse,nottarget,contr10,x,target,0,0.614
8084,UnsupervisedSparse,target,test1,x,target,1,0.509
8084,UnsupervisedSparse,nottarget,contr3,x,target,0,0.596
8084,UnsupervisedSparse,target,test9,x,target,1,0.418
8084,UnsupervisedSparse,target,test14,x,target,1,0.34299999999999997
8084,UnsupervisedSparse,nottarget,catch7,n,nottarget,1,0.6859999999999999
8084,UnsupervisedSparse,target,test16,x,target,1,0.552
8084,UnsupervisedSparse,target,test2,x,target,1,0.496
8084,UnsupervisedSparse,nottarget,catch1,n,nottarget,1,0.64
8084,UnsupervisedSparse,target,test3,x,target,1,0.516
8084,UnsupervisedSparse,nottarget,contr1,x,target,0,0.589
8084,UnsupervisedSparse,target,test4,x,target,1,1.026
8084,UnsupervisedSparse,nottarget,contr14,x,target,0,0.503
8084,UnsupervisedSparse,nottarget,contr12,x,target,0,1.633
8084,UnsupervisedSparse,nottarget,catch6,n,nottarget,1,0.7709999999999999
8084,UnsupervisedSparse,nottarget,contr15,x,target,0,0.36200000000000004
8084,UnsupervisedSparse,nottarget,contr9,n,nottarget,1,0.331
8084,UnsupervisedSparse,nottarget,catch3,n,nottarget,1,0.649
8084,UnsupervisedSparse,nottarget,contr7,n,nottarget,1,0.42100000000000004
8084,UnsupervisedSparse,nottarget,contr2,n,nottarget,1,0.39399999999999996
8084,UnsupervisedSparse,target,test15,n,nottarget,0,0.431
8084,UnsupervisedSparse,target,test7,x,target,1,0.21100000000000002
8084,UnsupervisedSparse,nottarget,catch5,x,target,0,0.265
8084,UnsupervisedSparse,nottarget,contr8,x,target,0,0.436
8084,UnsupervisedSparse,nottarget,contr5,x,target,0,0.40700000000000003
8084,UnsupervisedSparse,target,test13,x,target,1,0.292
8084,UnsupervisedSparse,nottarget,catch4,n,nottarget,1,0.623
8084,UnsupervisedSparse,target,test10,x,target,1,0.457
8011,UnsupervisedDense,nottarget,contr15,x,target,0,1.992
8011,UnsupervisedDense,nottarget,catch6,None,None,0,9999.0
8011,UnsupervisedDense,nottarget,catch7,n,nottarget,1,0.0
8011,UnsupervisedDense,nottarget,contr5,x,target,0,1.196
8011,UnsupervisedDense,target,test8,x,target,1,1.058
8011,UnsupervisedDense,target,test12,x,target,1,0.58
8011,UnsupervisedDense,target,test16,x,target,1,0.496
8011,UnsupervisedDense,target,test14,x,target,1,0.546
8011,UnsupervisedDense,nottarget,contr7,x,target,0,0.737
8011,UnsupervisedDense,target,test5,x,target,1,0.7190000000000001
8011,UnsupervisedDense,target,test3,x,target,1,0.6970000000000001
8011,UnsupervisedDense,target,test11,x,target,1,0.802
8011,UnsupervisedDense,nottarget,catch4,None,None,0,9999.0
8011,UnsupervisedDense,target,test1,x,target,1,0.843
8011,UnsupervisedDense,nottarget,contr11,x,target,0,0.743
8011,UnsupervisedDense,nottarget,contr8,x,target,0,0.523
8011,UnsupervisedDense,target,test13,x,target,1,0.47600000000000003
8011,UnsupervisedDense,target,test10,x,target,1,0.494
8011,UnsupervisedDense,target,test7,x,target,1,0.47700000000000004
8011,UnsupervisedDense,nottarget,contr16,x,target,0,0.504
8011,UnsupervisedDense,target,test6,x,target,1,0.6409999999999999
8011,UnsupervisedDense,nottarget,catch2,n,nottarget,1,0.618
8011,UnsupervisedDense,nottarget,catch3,None,None,0,9999.0
8011,UnsupervisedDense,nottarget,contr13,x,target,0,1.003
8011,UnsupervisedDense,nottarget,catch8,x,target,0,1.7830000000000001
8011,UnsupervisedDense,nottarget,contr10,x,target,0,0.677
8011,UnsupervisedDense,target,test15,x,target,1,0.541
8011,UnsupervisedDense,nottarget,contr4,x,target,0,0.462
8011,UnsupervisedDense,target,test2,x,target,1,0.313
8011,UnsupervisedDense,nottarget,contr2,x,target,0,0.521
8011,UnsupervisedDense,nottarget,contr9,x,target,0,0.337
8011,UnsupervisedDense,target,test9,x,target,1,0.313
8011,UnsupervisedDense,nottarget,contr1,x,target,0,0.457
8011,UnsupervisedDense,nottarget,contr14,x,target,0,0.38
8011,UnsupervisedDense,target,test4,x,target,1,0.457
8011,UnsupervisedDense,nottarget,catch5,x,target,0,1.828
8011,UnsupervisedDense,nottarget,contr6,x,target,0,0.647
8011,UnsupervisedDense,nottarget,catch1,x,target,0,1.722
8011,UnsupervisedDense,nottarget,contr12,x,target,0,0.897
8011,UnsupervisedDense,nottarget,contr3,x,target,0,0.723
8011,SupervisedDense,target,test5,x,target,1,2.6239999999999997
8011,SupervisedDense,nottarget,contr13,n,nottarget,1,1.756
8011,SupervisedDense,nottarget,contr9,x,target,0,1.004
8011,SupervisedDense,nottarget,contr6,x,target,0,0.8170000000000001
8011,SupervisedDense,nottarget,catch7,n,nottarget,1,1.037
8011,SupervisedDense,target,test1,x,target,1,0.5529999999999999
8011,SupervisedDense,target,test11,x,target,1,0.45
8011,SupervisedDense,nottarget,contr2,x,target,0,0.907
8011,SupervisedDense,target,test14,x,target,1,0.6679999999999999
8011,SupervisedDense,nottarget,contr16,x,target,0,0.613
8011,SupervisedDense,nottarget,catch6,n,nottarget,1,0.491
8011,SupervisedDense,nottarget,contr4,x,target,0,0.58
8011,SupervisedDense,target,test2,x,target,1,0.594
8011,SupervisedDense,nottarget,catch5,n,nottarget,1,0.7659999999999999
8011,SupervisedDense,target,test8,x,target,1,0.5579999999999999
8011,SupervisedDense,target,test13,x,target,1,0.604
8011,SupervisedDense,nottarget,catch4,n,nottarget,1,0.746
8011,SupervisedDense,nottarget,catch8,n,nottarget,1,0.792
8011,SupervisedDense,nottarget,contr3,x,target,0,0.5489999999999999
8011,SupervisedDense,nottarget,contr8,x,target,0,0.596
8011,SupervisedDense,nottarget,catch3,n,nottarget,1,0.85
8011,SupervisedDense,nottarget,contr12,x,target,0,0.853
8011,SupervisedDense,target,test15,x,target,1,0.616
8011,SupervisedDense,nottarget,catch1,n,nottarget,1,0.565
8011,SupervisedDense,target,test10,x,target,1,0.523
8011,SupervisedDense,nottarget,catch2,n,nottarget,1,0.6509999999999999
8011,SupervisedDense,target,test4,x,target,1,0.47
8011,SupervisedDense,nottarget,contr10,x,target,0,0.408
8011,SupervisedDense,target,test16,x,target,1,0.429
8011,SupervisedDense,target,test9,x,target,1,0.5529999999999999
8011,SupervisedDense,nottarget,contr11,x,target,0,0.568
8011,SupervisedDense,target,test12,x,target,1,0.534
8011,SupervisedDense,nottarget,contr7,x,target,0,0.47
8011,SupervisedDense,target,test7,x,target,1,0.426
8011,SupervisedDense,target,test6,x,target,1,0.37200000000000005
8011,SupervisedDense,target,test3,x,target,1,0.762
8011,SupervisedDense,nottarget,contr5,x,target,0,0.473
8011,SupervisedDense,nottarget,contr15,x,target,0,0.41100000000000003
8011,SupervisedDense,nottarget,contr14,x,target,0,0.41700000000000004
8011,SupervisedDense,nottarget,contr1,x,target,0,0.605
8011,UnsupervisedSparse,target,test13,x,target,1,1.093
8011,UnsupervisedSparse,nottarget,catch8,n,nottarget,1,1.07
8011,UnsupervisedSparse,nottarget,contr13,x,target,0,0.737
8011,UnsupervisedSparse,nottarget,catch7,n,nottarget,1,1.024
8011,UnsupervisedSparse,nottarget,contr9,x,target,0,0.509
8011,UnsupervisedSparse,target,test15,x,target,1,0.534
8011,UnsupervisedSparse,nottarget,contr6,x,target,0,0.693
8011,UnsupervisedSparse,nottarget,contr3,x,target,0,0.5589999999999999
8011,UnsupervisedSparse,target,test1,x,target,1,0.45299999999999996
8011,UnsupervisedSparse,nottarget,contr4,x,target,0,0.45
8011,UnsupervisedSparse,nottarget,contr11,x,target,0,0.47700000000000004
8011,UnsupervisedSparse,nottarget,contr7,x,target,0,0.47200000000000003
8011,UnsupervisedSparse,target,test14,x,target,1,0.657
8011,UnsupervisedSparse,nottarget,catch2,n,nottarget,1,0.612
8011,UnsupervisedSparse,nottarget,catch1,n,nottarget,1,0.6809999999999999
8011,UnsupervisedSparse,nottarget,contr2,x,target,0,0.604
8011,UnsupervisedSparse,target,test9,x,target,1,0.633
8011,UnsupervisedSparse,nottarget,contr5,x,target,0,0.5660000000000001
8011,UnsupervisedSparse,nottarget,contr12,x,target,0,0.475
8011,UnsupervisedSparse,nottarget,contr8,x,target,0,0.406
8011,UnsupervisedSparse,nottarget,contr1,x,target,0,0.484
8011,UnsupervisedSparse,target,test4,x,target,1,0.444
8011,UnsupervisedSparse,nottarget,contr15,x,target,0,0.304
8011,UnsupervisedSparse,target,test6,x,target,1,0.626
8011,UnsupervisedSparse,target,test5,x,target,1,0.429
8011,UnsupervisedSparse,target,test12,x,target,1,0.433
8011,UnsupervisedSparse,target,test8,x,target,1,0.446
8011,UnsupervisedSparse,nottarget,catch5,n,nottarget,1,0.7609999999999999
8011,UnsupervisedSparse,nottarget,contr14,x,target,0,0.5529999999999999
8011,UnsupervisedSparse,nottarget,catch3,n,nottarget,1,1.055
8011,UnsupervisedSparse,nottarget,catch6,n,nottarget,1,0.633
8011,UnsupervisedSparse,target,test3,x,target,1,0.662
8011,UnsupervisedSparse,target,test2,x,target,1,0.569
8011,UnsupervisedSparse,target,test10,x,target,1,0.583
8011,UnsupervisedSparse,nottarget,catch4,n,nottarget,1,0.8690000000000001
8011,UnsupervisedSparse,target,test16,x,target,1,0.584
8011,UnsupervisedSparse,target,test11,x,target,1,0.6859999999999999
8011,UnsupervisedSparse,target,test7,x,target,1,0.52
8011,UnsupervisedSparse,nottarget,contr16,x,target,0,0.5379999999999999
8011,UnsupervisedSparse,nottarget,contr10,x,target,0,0.537
8011,SupervisedSparse,nottarget,contr10,n,nottarget,1,2.144
8011,SupervisedSparse,nottarget,catch4,n,nottarget,1,0.8079999999999999
8011,SupervisedSparse,target,test4,x,target,1,0.659
8011,SupervisedSparse,nottarget,contr9,n,nottarget,1,0.807
8011,SupervisedSparse,nottarget,catch7,n,nottarget,1,0.635
8011,SupervisedSparse,target,test15,x,target,1,0.326
8011,SupervisedSparse,nottarget,contr3,n,nottarget,1,0.615
8011,SupervisedSparse,nottarget,contr15,x,target,0,1.4680000000000002
8011,SupervisedSparse,nottarget,catch2,n,nottarget,1,0.541
8011,SupervisedSparse,target,test16,x,target,1,0.532
8011,SupervisedSparse,target,test12,x,target,1,0.45899999999999996
8011,SupervisedSparse,target,test2,x,target,1,0.42200000000000004
8011,SupervisedSparse,nottarget,contr4,x,target,0,1.45
8011,SupervisedSparse,nottarget,catch1,n,nottarget,1,0.525
8011,SupervisedSparse,nottarget,catch8,n,nottarget,1,0.494
8011,SupervisedSparse,nottarget,contr12,n,nottarget,1,0.863
8011,SupervisedSparse,target,test8,x,target,1,0.528
8011,SupervisedSparse,nottarget,contr7,n,nottarget,1,0.7929999999999999
8011,SupervisedSparse,nottarget,contr11,x,target,0,0.8859999999999999
8011,SupervisedSparse,target,test11,x,target,1,0.6629999999999999
8011,SupervisedSparse,target,test14,x,target,1,0.53
8011,SupervisedSparse,target,test3,x,target,1,0.434
8011,SupervisedSparse,target,test13,x,target,1,0.405
8011,SupervisedSparse,nottarget,contr2,x,target,0,1.075
8011,SupervisedSparse,nottarget,catch6,n,nottarget,1,0.589
8011,SupervisedSparse,nottarget,contr16,x,target,0,0.882
8011,SupervisedSparse,nottarget,contr6,x,target,0,0.934
8011,SupervisedSparse,target,test1,x,target,1,0.604
8011,SupervisedSparse,nottarget,catch3,n,nottarget,1,1.538
8011,SupervisedSparse,nottarget,contr13,n,nottarget,1,0.865
8011,SupervisedSparse,target,test5,x,target,1,0.539
8011,SupervisedSparse,nottarget,contr14,x,target,0,0.764
8011,SupervisedSparse,nottarget,contr1,n,nottarget,1,1.875
8011,SupervisedSparse,target,test7,x,target,1,0.627
8011,SupervisedSparse,target,test6,x,target,1,0.512
8011,SupervisedSparse,nottarget,contr5,n,nottarget,1,0.768
8011,SupervisedSparse,nottarget,catch5,n,nottarget,1,0.655
8011,SupervisedSparse,nottarget,contr8,x,target,0,0.914
8011,SupervisedSparse,target,test9,x,target,1,0.513
8011,SupervisedSparse,target,test10,x,target,1,0.451
8045,UnsupervisedDense,nottarget,contr10,n,nottarget,1,1.4380000000000002
8045,UnsupervisedDense,nottarget,contr15,n,nottarget,1,1.194
8045,UnsupervisedDense,target,test5,x,target,1,0.502
8045,UnsupervisedDense,target,test1,x,target,1,0.75
8045,UnsupervisedDense,nottarget,catch3,n,nottarget,1,1.7180000000000002
8045,UnsupervisedDense,nottarget,contr6,n,nottarget,1,0.765
8045,UnsupervisedDense,target,test7,x,target,1,0.764
8045,UnsupervisedDense,target,test8,x,target,1,0.595
8045,UnsupervisedDense,nottarget,contr1,n,nottarget,1,0.639
8045,UnsupervisedDense,nottarget,contr12,n,nottarget,1,0.6990000000000001
8045,UnsupervisedDense,target,test10,x,target,1,0.47600000000000003
8045,UnsupervisedDense,target,test16,x,target,1,0.804
8045,UnsupervisedDense,target,test15,x,target,1,0.778
8045,UnsupervisedDense,target,test6,x,target,1,0.633
8045,UnsupervisedDense,nottarget,contr13,n,nottarget,1,0.5710000000000001
8045,UnsupervisedDense,target,test9,x,target,1,0.873
8045,UnsupervisedDense,target,test11,x,target,1,0.907
8045,UnsupervisedDense,nottarget,catch8,n,nottarget,1,0.835
8045,UnsupervisedDense,nottarget,contr3,n,nottarget,1,0.5920000000000001
8045,UnsupervisedDense,nottarget,catch5,n,nottarget,1,0.5479999999999999
8045,UnsupervisedDense,nottarget,contr16,n,nottarget,1,0.54
8045,UnsupervisedDense,nottarget,contr4,n,nottarget,1,0.444
8045,UnsupervisedDense,target,test14,x,target,1,0.565
8045,UnsupervisedDense,target,test3,x,target,1,1.084
8045,UnsupervisedDense,target,test2,x,target,1,1.286
8045,UnsupervisedDense,nottarget,contr7,x,target,0,0.847
8045,UnsupervisedDense,target,test13,x,target,1,0.865
8045,UnsupervisedDense,target,test12,x,target,1,0.595
8045,UnsupervisedDense,nottarget,contr11,n,nottarget,1,0.505
8045,UnsupervisedDense,nottarget,catch4,n,nottarget,1,0.7709999999999999
8045,UnsupervisedDense,nottarget,contr8,n,nottarget,1,0.368
8045,UnsupervisedDense,nottarget,contr9,n,nottarget,1,1.047
8045,UnsupervisedDense,nottarget,catch6,n,nottarget,1,0.7070000000000001
8045,UnsupervisedDense,nottarget,contr2,n,nottarget,1,1.082
8045,UnsupervisedDense,nottarget,catch1,n,nottarget,1,0.924
8045,UnsupervisedDense,nottarget,catch7,n,nottarget,1,1.1159999999999999
8045,UnsupervisedDense,target,test4,x,target,1,0.98
8045,UnsupervisedDense,nottarget,contr14,n,nottarget,1,0.89
8045,UnsupervisedDense,nottarget,catch2,n,nottarget,1,0.602
8045,UnsupervisedDense,nottarget,contr5,n,nottarget,1,0.5429999999999999
8045,UnsupervisedSparse,nottarget,contr9,n,nottarget,1,2.068
8045,UnsupervisedSparse,nottarget,contr15,n,nottarget,1,0.941
8045,UnsupervisedSparse,nottarget,catch3,n,nottarget,1,1.581
8045,UnsupervisedSparse,nottarget,contr14,x,target,0,0.9
8045,UnsupervisedSparse,target,test16,x,target,1,0.941
8045,UnsupervisedSparse,target,test6,x,target,1,0.62
8045,UnsupervisedSparse,nottarget,contr3,x,target,0,2.5839999999999996
8045,UnsupervisedSparse,nottarget,contr8,x,target,0,0.606
8045,UnsupervisedSparse,target,test9,x,target,1,0.938
8045,UnsupervisedSparse,nottarget,contr1,x,target,0,0.978
8045,UnsupervisedSparse,nottarget,catch7,n,nottarget,1,0.602
8045,UnsupervisedSparse,nottarget,contr16,x,target,0,0.733
8045,UnsupervisedSparse,target,test14,x,target,1,1.6380000000000001
8045,UnsupervisedSparse,nottarget,contr6,n,nottarget,1,0.809
8045,UnsupervisedSparse,nottarget,catch4,n,nottarget,1,0.687
8045,UnsupervisedSparse,nottarget,catch1,n,nottarget,1,0.88
8045,UnsupervisedSparse,target,test11,x,target,1,0.547
8045,UnsupervisedSparse,nottarget,contr13,x,target,0,1.81
8045,UnsupervisedSparse,nottarget,catch5,n,nottarget,1,0.725
8045,UnsupervisedSparse,target,test13,x,target,1,0.687
8045,UnsupervisedSparse,target,test15,x,target,1,0.48100000000000004
8045,UnsupervisedSparse,target,test1,x,target,1,0.385
8045,UnsupervisedSparse,nottarget,contr7,x,target,0,0.456
8045,UnsupervisedSparse,nottarget,catch6,n,nottarget,1,0.46
8045,UnsupervisedSparse,target,test10,x,target,1,0.757
8045,UnsupervisedSparse,nottarget,contr2,x,target,0,0.9890000000000001
8045,UnsupervisedSparse,nottarget,contr12,x,target,0,0.5710000000000001
8045,UnsupervisedSparse,target,test5,x,target,1,0.505
8045,UnsupervisedSparse,nottarget,contr5,x,target,0,0.539
8045,UnsupervisedSparse,target,test3,x,target,1,0.772
8045,UnsupervisedSparse,target,test8,x,target,1,0.425
8045,UnsupervisedSparse,nottarget,catch8,n,nottarget,1,0.534
8045,UnsupervisedSparse,nottarget,contr10,x,target,0,0.951
8045,UnsupervisedSparse,target,test12,x,target,1,0.7
8045,UnsupervisedSparse,target,test4,x,target,1,0.614
8045,UnsupervisedSparse,target,test2,x,target,1,0.46
8045,UnsupervisedSparse,nottarget,catch2,n,nottarget,1,0.621
8045,UnsupervisedSparse,target,test7,x,target,1,0.867
8045,UnsupervisedSparse,nottarget,contr4,x,target,0,0.758
8045,UnsupervisedSparse,nottarget,contr11,x,target,0,0.948
8045,SupervisedDense,nottarget,catch6,n,nottarget,1,3.608
8045,SupervisedDense,nottarget,contr16,n,nottarget,1,1.531
8045,SupervisedDense,target,test1,x,target,1,0.818
8045,SupervisedDense,nottarget,contr15,n,nottarget,1,1.536
8045,SupervisedDense,target,test9,x,target,1,0.903
8045,SupervisedDense,nottarget,catch5,n,nottarget,1,1.128
8045,SupervisedDense,nottarget,contr4,n,nottarget,1,0.88
8045,SupervisedDense,target,test14,x,target,1,0.777
8045,SupervisedDense,nottarget,catch2,n,nottarget,1,0.8859999999999999
8045,SupervisedDense,nottarget,contr6,n,nottarget,1,1.7590000000000001
8045,SupervisedDense,target,test16,x,target,1,0.662
8045,SupervisedDense,target,test3,x,target,1,0.5760000000000001
8045,SupervisedDense,target,test11,x,target,1,0.662
8045,SupervisedDense,nottarget,contr11,n,nottarget,1,0.777
8045,SupervisedDense,target,test5,x,target,1,0.727
8045,SupervisedDense,nottarget,contr8,n,nottarget,1,1.902
8045,SupervisedDense,target,test4,x,target,1,0.887
8045,SupervisedDense,nottarget,catch3,n,nottarget,1,0.72
8045,SupervisedDense,nottarget,contr14,n,nottarget,1,0.841
8045,SupervisedDense,target,test13,x,target,1,0.82
8045,SupervisedDense,target,test2,x,target,1,0.769
8045,SupervisedDense,nottarget,contr7,n,nottarget,1,0.575
8045,SupervisedDense,nottarget,catch7,n,nottarget,1,1.012
8045,SupervisedDense,nottarget,contr10,n,nottarget,1,0.688
8045,SupervisedDense,nottarget,contr5,n,nottarget,1,0.6659999999999999
8045,SupervisedDense,nottarget,contr2,n,nottarget,1,0.435
8045,SupervisedDense,nottarget,contr12,n,nottarget,1,0.385
8045,SupervisedDense,nottarget,contr9,n,nottarget,1,0.391
8045,SupervisedDense,nottarget,catch4,n,nottarget,1,0.619
8045,SupervisedDense,target,test8,x,target,1,0.5920000000000001
8045,SupervisedDense,target,test12,x,target,1,0.941
8045,SupervisedDense,nottarget,catch8,n,nottarget,1,0.475
8045,SupervisedDense,nottarget,contr13,n,nottarget,1,0.5820000000000001
8045,SupervisedDense,target,test15,x,target,1,0.515
8045,SupervisedDense,nottarget,catch1,n,nottarget,1,0.562
8045,SupervisedDense,target,test7,x,target,1,0.657
8045,SupervisedDense,target,test6,x,target,1,0.595
8045,SupervisedDense,nottarget,contr1,n,nottarget,1,3.0
8045,SupervisedDense,nottarget,contr3,n,nottarget,1,0.6609999999999999
8045,SupervisedDense,target,test10,x,target,1,2.639
8045,SupervisedSparse,nottarget,contr15,n,nottarget,1,2.029
8045,SupervisedSparse,nottarget,catch7,n,nottarget,1,0.513
8045,SupervisedSparse,target,test4,x,target,1,0.457
8045,SupervisedSparse,nottarget,catch6,n,nottarget,1,0.564
